Gene.symbol,Gene.ID,adj.P.Val,logFC
C19orf18,147685,1,-0.121029250046487
RPL31,6160,1,0.121010933814059
,,1,0.121008414965976
,,1,0.120935082478456
,,1,-0.120927594623583
,,1,0.120909656490932
,,1,0.120898745793651
,,1,0.120888865119048
LOC101928068,101928068,1,-0.120869095226754
SLC25A18,83733,1,-0.120849323625847
CCDC74B///CCDC74A,91409///90557,1,0.120833562119047
TGM6,343641,1,-0.120759329613375
,,1,0.120727955103173
ARFGAP1,55738,1,-0.12072593381066
CYB5R1///CYB5R1,51706///51706,1,-0.120695006498865
CLPP,8192,1,-0.120687749424035
MORN5,254956,1,-0.120656802166666
,,1,0.120611093028346
,,1,0.120609260145124
RFK,55312,1,0.120607042544216
MS4A13,503497,1,-0.120603802609977
DNAJC22,79962,1,-0.120595593561224
,,1,-0.1205856448356
NXNL1,115861,1,-0.120584625634918
,,1,-0.120576443043084
C1QTNF8,390664,1,0.120560107679135
,,1,-0.120524776172335
,,1,-0.120514377564627
,,1,-0.120499788395691
RBMXL2,27288,1,-0.120468396697275
WDR83OS,51398,1,0.120466683785715
WNT2,7472,1,0.12046034688549
RBMY1J///RBMY1E///RBMY1D///RBMY1B///RBMY1A3P///RBMY1F///RBMY2FP///RBMY1A1,378951///378950///378949///378948///286557///159163///159162///5940,1,-0.12045979225737
,,1,-0.120459420964854
,,1,0.120452036780049
POTEB3///LOC102723502///POTEB///LOC100288966///POTEB2///POTEF///POTEJ///POTEM///POTEE///POTEKP///POTEG///POTEC///POTED///POTEH,102724631///102723502///100996331///100288966///100287399///728378///653781///641455///445582///440915///404785///388468///317754///23784,1,-0.120416009445578
CCDC24,149473,1,0.120401871676871
RYR3,6263,1,0.120382565638323
ANAPC11,51529,1,0.120369491168932
MCOLN1,57192,1,-0.120365648950105
B3GNT6,192134,1,0.120360800202951
ITIH6,347365,1,-0.120345937749431
,,1,-0.120328094336735
WFDC3,140686,1,-0.120324577100902
,,1,0.12032151213152
,,1,0.120307700695014
,,1,-0.120286571849205
KIRREL3-AS3,283165,1,0.12027115743991
SPRED3,399473,1,-0.120253978959185
SNORD14C,85389,1,0.1202446536644
,,1,-0.120187723913831
XAGE1B///XAGE1E,653220///653067,1,-0.120186162993196
LGALS8-AS1,100287902,1,-0.120122299102042
,,1,-0.120118780807254
OR4C3,256144,1,0.120116482780047
TUBG2,27175,1,0.120091421027206
GLYCTK,132158,1,-0.12008750670635
,,1,0.12008330112585
NFKB1,4790,1,-0.120075173512474
,,1,0.120072186229022
ZNF780B,163131,1,-0.120071483348073
,,1,0.120069427869614
MOG,4340,1,-0.120067147580497
,,1,0.120064682764172
FAM138E///FAM138D///FAM138C///FAM138B///FAM138A///FAM138F,100124412///677784///654835///654412///645520///641702,1,0.120051140920635
,,1,-0.120031972614513
BRK1,55845,1,0.120020863727897
COQ10A,93058,1,-0.11999440614399
,,1,0.119991174147393
SON,6651,1,-0.119988249756235
SEMA6B,10501,1,0.119975598527211
,,1,-0.119972766709752
MYO15A,51168,1,-0.119960375479591
MAGEC3,139081,1,0.119950142283446
CCDC151,115948,1,-0.119943475875283
,,1,-0.119930305489795
,,1,-0.119924218615645
MIR194-2,406970,1,0.11992196336961
SYT3,84258,1,-0.119893272240365
ADAM29,11086,1,-0.119887752843536
NOS1AP,9722,1,-0.119880989921765
LGR5,8549,1,0.119867434778913
KIAA2012,100652824,1,-0.119862046426304
,,1,0.119848333634923
LCN9,392399,1,0.119834755298185
TRIM72,493829,1,0.119833693773241
TLL1,7092,1,-0.119833588845802
OR51M1,390059,1,0.119821340528345
,,1,-0.119808605753971
IL20,50604,1,-0.119773519746032
,,1,-0.119772239342393
SYCE1,93426,1,-0.119771642832198
,,1,0.119765038503406
,,1,-0.119762466078231
,,1,-0.119735810702949
MIR154,406946,1,0.119721322183674
CEP104,9731,1,-0.119694887951246
KRT74,121391,1,-0.119644035031745
CNBD1,168975,1,-0.119637448058957
,,1,0.119621286684812
,,1,0.119610645642856
ANKLE2,23141,1,0.11960132818141
TRIM43B///TRIM43,653192///129868,1,-0.119575295282312
SPATA9,83890,1,0.119565043977324
VWDE,221806,1,0.11955217785828
MTUS1,57509,1,-0.119550066540814
,,1,-0.119525485394558
,,1,-0.119468536931972
,,1,-0.119463563225623
RPL36,25873,1,-0.119437509877546
ACD,65057,1,-0.119423756831065
HSF1,3297,1,0.119422220733562
ARHGEF7,8874,1,0.119402651129254
ADRB3,155,1,-0.119389194003401
SLC38A1,81539,1,0.119383023814057
LOC100505501,100505501,1,0.11938196965646
TMEFF2,23671,1,0.119379507393424
CNGA2,1260,1,-0.119375254857141
LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///GUSBP2///SMA5///SMA4///GUSBP3///SMA5///SMA4,106660613///100133050///100049076///728411///653188///387036///11042///11039///653188///11042///11039,1,0.119352177708626
,,1,0.119336929335601
UBD,10537,1,-0.119333878605442
MYL3,4634,1,-0.119326607139458
DNAJC28,54943,1,0.119322247112246
RHOJ,57381,1,-0.119299525925169
,,1,-0.119299525013603
TXNDC17///TXNDC17,84817///84817,1,0.119294317717691
,,1,-0.11929406013492
HUS1B,135458,1,-0.119293125561224
,,1,0.1192526124966
,,1,0.119247208052153
,,1,-0.119232060044215
OR11L1,391189,1,-0.119223886013602
LMLN,89782,1,0.119220645021542
ZNF761,388561,1,0.119193125392288
,,1,-0.119189647510205
,,1,-0.119174699955783
,,1,-0.119167136492063
,,1,0.119161258492067
MKL1///RBM15///MKL1,57591///64783///57591,1,-0.119160035040816
,,1,0.119131461629252
,,1,-0.119108523318592
AP3B2,8120,1,-0.119093384603174
,,1,0.119087646836735
,,1,0.119073924858278
NNAT,4826,1,0.119061328766439
,,1,-0.119029505340135
SOX18,54345,1,-0.119010981546485
,,1,0.119002060066894
TEAD3,7005,1,-0.118993910391159
TRMT10C,54931,1,-0.118993254153057
,,1,-0.118971608269843
,,1,-0.118969845607708
,,1,-0.118961681776644
ALOX12,239,1,-0.118931405577095
,,1,-0.118928246027211
FLJ46365,401459,1,-0.118925724660998
MICALL1,85377,1,-0.118922748896825
KIAA0087,9808,1,0.118915088074831
INO80,54617,1,0.11889910346939
PTGDS,5730,1,0.118884057225628
PUS1,80324,1,0.118880206704083
SRL,6345,1,0.118874070972785
,,1,-0.118867385478457
,,1,-0.118855520329931
,,1,-0.118854302793653
CIB2,10518,1,0.118841969699547
LOC401433///NUB1,401433///51667,1,0.11883982395238
LHX1,3975,1,-0.118825519119047
ST8SIA5,29906,1,-0.118822277069162
IL22RA1,58985,1,-0.118820648163266
TRIM36,55521,1,0.118816969032881
VPS37D,155382,1,-0.118801468656459
ANKRD20A21P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1,102723552///729171///728747///441430///441425///440482///84210,1,0.118787534456913
,,1,-0.118785464430832
OR1N2,138882,1,-0.118780212895693
CRISP2,7180,1,-0.118769685692744
PPARG,5468,1,0.11876901198866
,,1,-0.118765958467121
,,1,-0.11873192140703
,,1,0.118712223143992
,,1,0.118711755243767
,,1,-0.118664486370746
,,1,-0.118662322301589
,,1,0.118638380290252
OR52A1,23538,1,-0.118637901823128
,,1,-0.118628919478458
SCARNA8,677776,1,-0.118616682581631
PDXP,57026,1,-0.118610086521541
TCF15,6939,1,-0.118585515943313
HTR3C,170572,1,-0.11858166575737
,,1,-0.118576595285717
MAGEC1,9947,1,-0.11855715543197
LOC339803,339803,1,-0.118552527267568
,,1,0.11855070328458
,,1,0.118546272742629
CEP250,11190,1,0.118526761410432
RGS20,8601,1,-0.118516698581632
,,1,0.118515144553291
LRRFIP1,9208,1,0.118483977109977
,,1,0.118462454884354
GABRR3,200959,1,-0.1184547620034
,,1,-0.118437871546484
,,1,-0.118427647557821
,,1,0.118371236748294
LRPAP1,4043,1,0.11836797628458
MED6,10001,1,-0.118337794638318
,,1,-0.118320630666664
ULK1,8408,1,-0.118297672774369
,,1,-0.118297016029478
,,1,-0.118290411285712
,,1,-0.118282238388888
LOC441666,441666,1,-0.118214923943309
,,1,-0.11819517497959
AQP8,343,1,-0.118183323371881
NAP1L4,4676,1,0.118152794738098
WBP11,51729,1,-0.118136928182537
TMEM26,219623,1,-0.118128501590701
LOC728283,728283,1,0.118094527866213
MRPL43,84545,1,-0.118091695130385
,,1,-0.118071332045349
IQSEC2,23096,1,-0.118068005899089
,,1,0.118062149895698
PREPL,9581,1,-0.118030297395688
IKZF4,64375,1,0.117985732663268
TUBGCP3,10426,1,0.117953748280041
,,1,-0.117934905942179
,,1,-0.117920370088434
C17orf51,339263,1,-0.117918160188208
EFCAB3,146779,1,0.117912496925168
LARP4B,23185,1,0.117896047535147
,,1,-0.117884454712019
LOC650293///OR7E125P///OR7E5P///OR7E91P///OR7E2P,650293///389616///219445///79315///8587,1,0.117867376614517
,,1,0.117856744149658
,,1,-0.117847869362812
PDPR,55066,1,0.117831969464861
MPG,4350,1,0.117822889901363
,,1,0.117743044646258
ZFYVE9,9372,1,-0.117737802854875
SPDYE3,441272,1,0.117723582339002
LOC100130916,100130916,1,-0.117713777843531
COX6A1,1337,1,0.11771092594218
,,1,-0.117695245956911
,,1,0.117650337729025
LYRM2,57226,1,0.117643635612247
,,1,0.117629474120184
,,1,-0.117622662266442
IL17RB,55540,1,-0.117610849018142
GUCA2A,2980,1,-0.117601662759638
ITLN2,142683,1,-0.117570414095236
ARHGAP17,55114,1,-0.117559852943312
OFCC1,266553,1,-0.117559195959183
DMBT1P1,375940,1,-0.117550272725623
,,1,-0.117530278602041
MOV10,4343,1,0.11749899938889
EFCAB1,79645,1,-0.117480515348072
TOX2,84969,1,-0.117474587425167
OR4C12,283093,1,-0.11747124146145
ZNF513,130557,1,-0.117444940320858
,,1,-0.117436857416103
KIAA1656,85371,1,-0.117427130426305
RBMS1,5937,1,-0.117418968990929
UBA1,7317,1,0.117410899151919
,,1,-0.117403395172338
ABCF2,10061,1,0.117401301544223
PNPLA4,8228,1,0.117397643222225
VWA5B1,127731,1,-0.117391678928565
DDB2,1643,1,0.117375246672338
SOX11,6664,1,-0.117347123336735
SATL1,340562,1,-0.117308773329933
,,1,0.117301253356009
,,1,0.117288458718818
PRSS33,260429,1,-0.117273057336734
CLCA2,9635,1,0.117271320134922
OTOS,150677,1,-0.117259873182538
TTLL13P,440307,1,-0.117241403707482
,,1,0.117239247034016
CUL7,9820,1,0.117221554647392
KRTAP10-2,386679,1,0.117221162780049
SLC28A2,9153,1,-0.117201076646258
ZDHHC23,254887,1,0.117173599908163
COX7C,1350,1,-0.117144879357143
TEN1-CDK3///CDK3,100529145///1018,1,-0.117116392373016
ZBTB9,221504,1,-0.117095799873017
UNC5C,8633,1,0.11709405664853
,,1,0.11706073940363
,,1,-0.117042069455782
ZNF385B,151126,1,0.117033482054422
STKLD1,169436,1,-0.117015776895693
,,1,-0.117002008081631
,,1,0.11698669831406
INS-IGF2///INS///IGF2,723961///3630///3481,1,-0.11698036959297
NDUFA10,4705,1,-0.116969891205217
MYH15,22989,1,0.116961686274378
ACAD10,80724,1,-0.116943604065756
,,1,-0.116928066613377
TUBB3///MC1R,10381///4157,1,-0.116912562823125
,,1,0.116904343514741
,,1,0.116890006455781
VPS13C,54832,1,0.116885765360546
WDR97,340390,1,-0.116866270603175
,,1,0.116865764294785
,,1,-0.116860418385486
CCDC68,80323,1,-0.116852723236961
TMEM64,169200,1,-0.116851644651927
,,1,0.116845672462584
FAM47C,442444,1,0.11683300405669
SNAI2,6591,1,0.116828172833336
CADM3,57863,1,-0.116814518465986
DENND2A,27147,1,0.116803794858278
ASCL5,647219,1,-0.116803792196146
LAYN,143903,1,-0.116779324143987
CNBD2,140894,1,-0.116772789270977
C16orf91,283951,1,-0.116758115698414
METTL22,79091,1,-0.116743863791377
,,1,-0.116716736484125
MIR185,406961,1,0.116679818825396
TSG101,7251,1,-0.116674531948973
,,1,0.116653583226758
PDXDC2P,283970,1,-0.116637599293652
CTCF,10664,1,0.116622806954654
,,1,0.11662184579705
,,1,0.116600004390023
,,1,-0.116592590544212
PLS3,5358,1,0.116591674639455
ALDH3A2,224,1,-0.116570952696149
,,1,0.116569004976192
ADGRF1,266977,1,0.116564121910432
ONECUT1,3175,1,-0.116559708232424
LOC102725104///LOC101059935///ANKRD20A8P,102725104///101059935///729171,1,-0.116559357165531
RPGRIP1L,23322,1,0.116546267213152
TOR2A,27433,1,-0.116543321655329
TMTC3,160418,1,-0.116531063104309
MAN2A2,4122,1,0.116513364387759
POU2F3,25833,1,-0.116513180554424
,,1,-0.116504769393419
,,1,-0.116471099320862
RNF123,63891,1,0.116459819512468
PTPN20,26095,1,0.116458184869614
,,1,-0.116458050117914
OR51I2,390064,1,0.116446939519277
,,1,-0.116438429454648
,,1,-0.116434176238096
,,1,-0.116415645403627
,,1,-0.116411257263037
ATP8B3,148229,1,0.116398897569163
ARL6IP5,10550,1,-0.116378896789112
LELP1,149018,1,-0.116351777287979
LINC01512,100132354,1,-0.116324224764175
VGLL4,9686,1,0.116303763764171
CIRBP,1153,1,0.116302301506803
REV3L,5980,1,-0.116295441605445
ZFPL1,7542,1,-0.116285291027212
ODF4,146852,1,-0.116246883163264
PIKFYVE,200576,1,0.116241562484133
,,1,0.116222849129253
IGHMBP2,3508,1,-0.116215771162131
MREG,55686,1,-0.116201675138318
BAG2,9532,1,0.116193666764171
CARTPT,9607,1,-0.11616646812245
,,1,-0.116150148292518
,,1,0.116136086184809
,,1,0.11612902279819
CRIM1,51232,1,0.116113078701817
PRKAG3,53632,1,-0.116075258291385
,,1,-0.11605174364966
PLEKHO2,80301,1,-0.116041393795916
,,1,-0.116040551735828
,,1,-0.116032839226758
DCHS2,54798,1,-0.116019740810659
EIF2B5,8893,1,0.115904527482992
EFS,10278,1,-0.115902011249432
C2orf73,129852,1,-0.115891292903627
,,1,0.115880662638323
,,1,0.115878083114516
SERTAD4,56256,1,-0.115873090377548
,,1,-0.115853681064621
TLX2,3196,1,0.115818309573697
AQP2,359,1,-0.115816480963719
RBP5,83758,1,-0.115815560684804
DBR1,51163,1,0.11581196882767
,,1,-0.115795880809523
,,1,-0.115752169896824
,,1,-0.115747672414968
MTFP1,51537,1,-0.115733491565763
,,1,-0.115718712481859
OR10H1,26539,1,0.115712992691611
,,1,-0.115703345327663
,,1,0.115700077597509
,,1,-0.115698227761904
RP1,6101,1,-0.115694209422902
OR2H2,7932,1,-0.115684121849201
OR10D3,26497,1,-0.115676256528346
OTOP2,92736,1,-0.11563490410771
,,1,-0.115629139636055
CFAP77,389799,1,0.115607006438775
SOX17,64321,1,-0.115605691464849
TCEB3,6924,1,0.115597083984126
,,1,-0.115564432611109
,,1,0.115557222429707
,,1,-0.115555603488661
OR4C13,283092,1,-0.115554855651925
ZNF790,388536,1,0.115525118149661
,,1,0.115518068581645
ZNF417,147687,1,-0.115496659858274
ZNF837,116412,1,-0.115495726052149
EXD1,161829,1,-0.115492472331066
,,1,-0.115485452412698
C16orf92,146378,1,-0.115482779252835
WNT8B,7479,1,-0.1154721376712
,,1,-0.115461895793651
,,1,-0.115449252914966
,,1,-0.11544860092177
,,1,-0.11544829920068
,,1,-0.115448236506804
GABPA,2551,1,-0.115414762030616
HCRTR1,3061,1,-0.115327985154195
,,1,0.115315828959181
APOC4-APOC2///APOC4,100533990///346,1,-0.115310529972784
,,1,-0.115289162282311
,,1,0.115287489004536
LOC646903,646903,1,-0.11528026028458
ABCC11,85320,1,-0.115274848531744
ZNF425,155054,1,0.115271989755098
ARHGAP27,201176,1,-0.11526438268027
FBXO24,26261,1,-0.115262082959184
RSPH9,221421,1,-0.115259465640589
SEMG2,6407,1,-0.115253414774377
,,1,0.115246788685941
TPTE,7179,1,-0.115218284954648
POTEB3///LOC102723502///POTEB///LOC100288966///POTEB2///POTEF///POTEJ///POTEM///POTEE///POTEKP///POTEG///POTEC///POTED///POTEH,102724631///102723502///100996331///100288966///100287399///728378///653781///641455///445582///440915///404785///388468///317754///23784,1,-0.115215055183673
GRIN2C,2905,1,-0.115203313490929
,,1,-0.115198270051022
MYOM3,127294,1,-0.115193622619048
DDI1,414301,1,-0.11517564449093
,,1,-0.115168395935372
MAGI2,9863,1,-0.115166369071427
,,1,-0.115163397902494
,,1,0.115144354102044
OR4K5,79317,1,0.115135791126985
GPR158,57512,1,-0.115122995551019
UMODL1-AS1,150147,1,-0.115122587747167
,,1,0.115117885512471
,,1,0.115105209044218
MT1E,4493,1,-0.115076481104308
OSR1,130497,1,0.11502743138322
CCDC106,29903,1,0.115024934143992
,,1,-0.115024039741496
HNF1A,6927,1,-0.115021740877547
PRDM9,56979,1,-0.114999630760771
ZBTB6,10773,1,-0.11498994432086
,,1,0.114954267734696
TRAM1,23471,1,0.114947251131523
HMGCL,3155,1,0.114946708773243
TRABD,80305,1,0.114943128452381
TBXA2R,6915,1,-0.114935893874151
KCNH7,90134,1,-0.114931470990928
,,1,-0.114916192885485
MYH1,4619,1,-0.11491313614399
,,1,-0.114905332289117
LOC401410,401410,1,-0.114898086505669
SRXN1,140809,1,0.114895483941046
,,1,-0.114894520660997
OR1Q1,158131,1,0.114880111300452
RBM10,8241,1,-0.114855575368481
,,1,-0.114838547438774
LDHAL6B,92483,1,0.114827306458049
,,1,-0.114812009114511
ARPP21,10777,1,0.114796345443311
CYTH2,9266,1,-0.114793652666664
,,1,-0.114777365189344
HSD17B6,8630,1,0.114774961945579
NAPA,8775,1,-0.114766471379816
NEURL2,140825,1,0.114759113935372
TNKS2,80351,1,-0.114739672358274
,,1,0.114711347125853
,,1,0.114704758150795
TBCCD1,55171,1,0.114678940623585
SH3BP1,23616,1,-0.114677099892287
OTUD6A,139562,1,-0.114676748379818
HFM1,164045,1,-0.114654012142858
PDCD7,10081,1,0.114607835253965
STRA8,346673,1,-0.114552091829931
CPA5,93979,1,-0.114529628655327
SSBP4,170463,1,0.11452152060544
RCOR2,283248,1,0.114521330777782
,,1,0.114508623972791
CPT1C,126129,1,-0.114501981400227
,,1,-0.114478705340135
GAL3ST2,64090,1,-0.114469132221089
RPS14,6208,1,0.114437927331066
LOC100130815,100130815,1,-0.114428568544217
HIST1H4G,8369,1,0.114419762130386
HSPA12B,116835,1,-0.11440963307596
,,1,-0.114363930719954
,,1,0.114363778253974
NUP88,4927,1,0.114345180293657
,,1,-0.114341292291383
SCN8A,6334,1,0.11432559423923
,,1,0.114325355417235
PAK3,5063,1,-0.114324492266441
HAO1,54363,1,0.114317094471657
TBC1D23,55773,1,-0.114285907726758
,,1,-0.114270753219953
,,1,-0.114216467638321
SPATA41,388182,1,0.11418030011678
ATP8B1,5205,1,-0.114172336140588
MPRIP,23164,1,0.114168459012474
,,1,-0.114134801509072
LOC100129434,100129434,1,0.11412677761565
WFDC10A,140832,1,-0.114116164420633
,,1,-0.114032751012471
,,1,0.114032251150797
LRRN4CL,221091,1,0.114029978108843
SLCO1A2,6579,1,-0.114024744108844
,,1,-0.114018827861678
,,1,-0.114012150258504
,,1,-0.114005073716553
SPHK1,8877,1,0.114002924994328
,,1,-0.113975367115644
,,1,0.113969676539681
,,1,-0.113924428377542
PSMD10,5716,1,-0.113908147925166
NR0B1,190,1,-0.113894455899093
MEN1,4221,1,-0.113873658870745
,,1,0.113841327882089
,,1,-0.113835883640588
MYH2,4620,1,-0.113828116548753
CXorf56,63932,1,0.113819186648526
YY1,7528,1,-0.113808297139459
,,1,-0.113789814151927
,,1,-0.113788526227893
DNM1P46///DNM1P46,196968///196968,1,0.113778928274374
,,1,-0.113772676937641
MRPL32,64983,1,-0.113753980888887
ENO4,387712,1,-0.113753314374148
,,1,-0.113740636498864
MAATS1,89876,1,-0.113734461013603
BANF2,140836,1,-0.113713006310655
MCM3AP,8888,1,0.113701196803855
STXBP5L,9515,1,0.113683838478457
LOC642846///DDX12P///DDX11,642846///440081///1663,1,0.113681260950115
,,1,0.113657269616784
GRM3,2913,1,0.113656963828798
,,1,0.113643240697275
,,1,0.113632927905897
BNIP3L,665,1,-0.113627401454648
COL26A1,136227,1,-0.113591101673467
FAM76B,143684,1,-0.113587152647389
PARD3,56288,1,0.113581189259638
,,1,-0.113580017713151
MIR25,407014,1,0.113543176178005
GNG4,2786,1,0.113535512488662
ZNF619,285267,1,0.113515938726755
MLXIPL,51085,1,-0.113504038295919
,,1,-0.113479403248298
CC2D2A,57545,1,-0.113474608946712
,,1,-0.113474538009069
MKX,283078,1,-0.113468783438774
,,1,-0.113466266724488
,,1,-0.113453086536281
OR10K1,391109,1,0.11344123129025
UTP23,84294,1,-0.113410382431974
SULF2,55959,1,-0.113409524012466
ABHD8,79575,1,-0.11340757629365
,,1,-0.113395331721085
JPH2,57158,1,-0.113384298391153
FNBP1,23048,1,-0.113375617337866
APBB2,323,1,0.113362138216555
LOC100130507,100130507,1,0.113340027086169
,,1,-0.113324139981859
GLIPR1,11010,1,0.113314300096377
NOL8,55035,1,0.1133037900975
,,1,-0.113302431205209
NXNL2,158046,1,-0.11330079496939
IFNW1,3467,1,-0.113295790772108
KLHL18,23276,1,0.113293185373018
NRM,11270,1,0.113283335504533
KIF1A,547,1,-0.113281091902492
NRDE2,55051,1,-0.113268683894557
TTI1,9675,1,-0.113254427380951
CDH16,1014,1,-0.113234125309525
FMOD,2331,1,0.113213442873017
,,1,0.113207964232424
P2RY4,5030,1,-0.113181798226757
AGTR2,186,1,-0.113133649189343
LINC00114,400866,1,-0.113123221622451
CTSL3P,392360,1,-0.113113731004534
,,1,0.113108921561225
OR10A7,121364,1,-0.113090577170066
OR13C9,286362,1,0.113082312695011
,,1,-0.113012788270976
FLJ37786,642691,1,-0.112997165810656
MTFR1L,56181,1,0.112984932094109
,,1,-0.112962858141723
,,1,-0.112952865091838
,,1,-0.11294184866553
CDK5RAP1,51654,1,-0.112920446611108
NNMT,4837,1,-0.112905759145119
,,1,-0.112896724809525
,,1,-0.112887080675735
,,1,-0.112886518131521
,,1,0.112877479851473
ZNF587B///ZNF814,100293516///730051,1,0.112859456810659
,,1,-0.112855873155326
TPH1,7166,1,0.112811359819727
,,1,-0.112792992870747
,,1,-0.112791910782319
,,1,-0.112790196122448
,,1,-0.112771878921771
,,1,-0.112761774660997
,,1,-0.112752746657597
IQGAP2,10788,1,-0.112735412244895
ZIC5,85416,1,-0.112706881698416
,,1,-0.11270414984127
,,1,-0.112688656267572
USP27X-AS1,158572,1,-0.112686982307253
DISP3,57540,1,0.112651302473925
IL1RL2,8808,1,-0.112649638078233
SNORA9///SNHG15,677798///285958,1,-0.112630520467116
VIPR2,7434,1,-0.112596925105443
LINC01556,729583,1,-0.112586013919502
,,1,-0.112571748982993
DYDC2,84332,1,-0.112558741990928
GSC2,2928,1,0.112538611189348
MIR451A,574411,1,0.112534185444447
,,1,-0.112513699577098
,,1,-0.112509511258495
OR5AU1,390445,1,-0.112506928298187
,,1,-0.112503833253967
,,1,-0.112494942301587
CST9,128822,1,-0.112482007563494
LINC00469,283982,1,-0.112458578376418
,,1,-0.112420871212015
ZNF716,441234,1,0.112417884443313
LINC00472,79940,1,-0.11239922506916
EPM2AIP1,9852,1,0.112396689375287
,,1,-0.112373806363945
,,1,0.112366817956916
MS4A10,341116,1,0.112351511810658
,,1,-0.112309845631519
CHTF8,54921,1,-0.112305435469387
MAP2K5,5607,1,0.112297488461454
,,1,-0.112294865316327
,,1,-0.112283818309524
CTDP1,9150,1,-0.112273086854872
KCNK15,60598,1,-0.112238087951249
SLC35C2,51006,1,-0.112200137910428
ADAD1,132612,1,-0.112199277798185
FAM32A,26017,1,-0.112188851514741
IGKC,3514,1,-0.112112820515872
,,1,-0.112107254189342
LRRC47,57470,1,-0.112095710080495
MIR520C///MIR520B,574476///574473,1,-0.112085112482993
FIZ1,84922,1,0.112082665115645
,,1,-0.112068457591842
SERP2,387923,1,-0.112055624100908
P4HTM,54681,1,-0.112049576472787
PRPH2,5961,1,0.112009052171204
,,1,-0.112007772081632
PPARA,5465,1,0.112000665480725
TRPA1,8989,1,-0.11198739923923
LRRTM2,26045,1,0.111966984943312
GTF2F1,2962,1,0.11195950135828
MYBPHL,343263,1,-0.111946188792517
SMG7,9887,1,-0.111941211250564
,,1,0.111938923308391
WFDC12,128488,1,0.111935518828797
DHPS,1725,1,-0.111930115438772
,,1,-0.111923656955781
ZNF10,7556,1,0.11189822759864
KCNB1,3745,1,0.111880209337868
OR1B1,347169,1,0.111880097261908
HMX3,340784,1,0.111868486989795
,,1,0.111860076022678
MRGPRX3,117195,1,0.111846630655328
FZD8,8325,1,0.111845354659867
PSG6,5675,1,0.111832495032883
ATG4C,84938,1,-0.111827295480722
IYD,389434,1,-0.111818941917234
BRCC3,79184,1,-0.11181339360998
,,1,0.111805832392291
DCC,1630,1,-0.111800573352609
CELF3,11189,1,-0.111798442046481
,,1,0.111791852952381
,,1,-0.111768135439908
GALE,2582,1,0.111761516934243
IL1A,3552,1,0.111741413935376
OR5P1P,79283,1,-0.111738568111109
LOC100132800,100132800,1,-0.111734534903628
PDZK1P1///PDZK1,100034743///5174,1,-0.111725492012471
ANO4,121601,1,0.111718255863946
CCAR1,55749,1,0.111676776884357
C9orf66,157983,1,0.111675485252836
ITGA11,22801,1,-0.111661145484129
,,1,-0.111641860787981
COL3A1,1281,1,-0.111623661730158
APOBEC3C,27350,1,0.111593614359416
CAPN15,6650,1,0.111571014632655
,,1,-0.111519948747164
RP9P,441212,1,0.11146602060998
SLC16A12,387700,1,0.111412811954651
SLC35F1,222553,1,-0.111405784255101
,,1,0.111388638422903
,,1,-0.111366387657597
,,1,0.11135883326758
LOC100131496,100131496,1,0.111350930192744
PRSS55,203074,1,-0.111321815967121
KRTAP20-2,337976,1,-0.111311932844672
RSPH6A,81492,1,-0.111302868896822
,,1,0.111289166897958
C20orf173,140873,1,-0.111259768880951
ZNF345,25850,1,-0.111220255098639
SYT1,6857,1,-0.111188647349207
SLC6A1,6529,1,-0.111184462699548
SLC7A14,57709,1,-0.111171701216553
ANKRD20A21P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1,102723552///729171///728747///441430///441425///440482///84210,1,0.111166689951249
,,1,-0.111166549470519
,,1,0.111158385842406
SH3BGR,6450,1,0.111147792856012
FXYD4,53828,1,-0.111145973629251
TRIM47,91107,1,-0.111135203997733
,,1,0.111123034309524
DNAAF5,54919,1,0.111105268414968
CGA,1081,1,-0.111101329437641
NOVA1,4857,1,-0.111093686062357
REXO1L1P,254958,1,0.111042760233567
,,1,-0.111029992954648
,,1,-0.110952547350339
,,1,-0.110940145420637
FLJ38773,284808,1,0.110936177375283
SYNJ2BP-COX16///SYNJ2BP,100529257///55333,1,0.110930509577098
MAP7D2,256714,1,0.110925252626985
MIR27B///C9orf3,407019///84909,1,-0.11092430820975
,,1,0.110915351366212
,,1,-0.110902286683673
,,1,0.110900193658734
,,1,0.110876912375286
ZNF414,84330,1,-0.110875919026077
OXR1,55074,1,-0.110851484412698
CLEC4M,10332,1,-0.110837778249433
,,1,-0.110814529526077
,,1,-0.110814270390024
APRT,353,1,0.11076011923696
PHLDA2,7262,1,-0.110757199719956
,,1,0.110748334748302
FCGR2A,2212,1,-0.110738388108846
,,1,0.110728646943311
,,1,0.110701856511338
CNDP2,55748,1,0.110689863099775
,,1,-0.11068155621088
,,1,0.110654103445579
,,1,-0.110639483606575
TEX12,56158,1,0.110556790377552
THBS3,7059,1,0.110531064085035
CENPBD1,92806,1,-0.110524100230161
PELO,53918,1,-0.110482849341269
DNAH10,196385,1,0.110464478329932
,,1,-0.110461285337869
ZSCAN5B,342933,1,-0.110456549312923
,,1,0.110428391807259
,,1,0.110410431321998
,,1,-0.110374341308381
,,1,-0.110369407092972
LINC01138,388685,1,-0.110365805650792
